iter	Logloss
0	0.5444597626
1	0.4388836288
2	0.370490188633	0.321253280644	0.281871299755	0.249498214766	0.22505155567	0.2274445915
8	0.2088590622
9	0.1938213158
10	0.1812272072
11	0.1697394943
12	0.1685919571
113	0.1553679752
14	0.153423996
15	0.1448051643
16	0.1380144787
17	0.1353728485
18	0.128423624
19	0.1272804832
20	0.1196556187
21	0.1124992561
222	0.108950243
23	0.1054693985
24	0.1008478165225	0.09637375832226	0.09162992477227	0.08816831582828	0.08462733262929	0.08119080543030	0.07765340803131	0.07523292543232	0.07185665133	33	0.06902622223
34	0.06742753029
35	0.06426049232
36	0.0618072319
37	0.05918832302
38	0.05671427727
39	0.05479924679
40	0.05319137573
41	0.05168908119
42	0.05041018486
43	0.04874176979
44	0.04716855049
45	0.04678039551
46	0.04578763962
47	0.04430267334
48	0.04293781249	49	0.04171203613
50	0.04062184811
51	0.03987077752	52	0.03895451553	53	0.0381529665454	0.03759696485555	0.03657084465656	0.03599876404
57	0.03535184383
58	0.03460030556
59	0.03404877186
60	0.03343792439
61	0.03294308424
62	0.03246809244
63	0.03196722031
64	0.03155596256
65	0.03118385553
66	0.03068079948
67	0.03025989771
68	0.02980954885
69	0.02918302059
70	0.02866416454
71	0.02823801756
72	0.02787660599
73	0.02750333309
74	0.02695097923
75	0.02641874313
76	0.02600994825
77	0.02555010557
78	0.02497710228
79	0.02465302467
80	0.02429774761
81	0.0239564538
82	0.02358710766
83	0.02314218044
84	0.02280050755
85	0.02245740414
86	0.022154603
87	0.02184280396
88	0.02138839483
89	0.02109138966
90	0.02085366249
91	0.02058887005
92	0.02027741432
93	0.02002574205
94	0.01970107079
95	0.01940438032
96	0.01918620348
97	0.0189873004
98	0.01876020551
99	0.01854342699
100	0.01831517458
101	0.01804790258
102	0.01780506134
103	0.01759602666
104	0.01739395857
105	0.01716673374
106	0.01692904353
107	0.01671582818
108	0.01656631112
109	0.0163773489
110	0.01615928769
111	0.01600940943
112	0.01586555719
113	0.015701406
114	0.01555454016
115	0.01539812207
116	0.01525255203
117	0.01508327961
118	0.01494320869
119	0.01484398603
120	0.01472540975
121	0.0146071291
122	0.01446134329
123	0.01434220791
124	0.01423084736
125	0.01411090612
126	0.0139825356
127	0.01385567784
128	0.01378910661
129	0.01370082617
130	0.01353927732
131	0.01343695521
132	0.01330044031
133	0.01320878863
134	0.01310770988
135	0.01299457073
136	0.01286733866
137	0.0127986443
138	0.01270908356
139	0.01256097794
140	0.01246568203
141	0.01240080595
142	0.01227419853
143	0.0121957767
144	0.01207722545
145	0.01199827671
146	0.01189457655
147	0.01177280188
148	0.0116446805
149	0.01155317903
150	0.0114607358
151	0.01137191296
152	0.01125738382
153	0.01112192869
154	0.01099858165
155	0.01088267446
156	0.01077433348
157	0.01067675829
158	0.01057894945
159	0.01051774025
160	0.01042159557
161	0.01034631968
162	0.01026255846
163	0.01016924024
164	0.01006554842
165	0.009961211085
166	0.009888826609
167	0.009822093844
168	0.009754958153
169	0.009680999517
170	0.009602246881
171	0.009523533583
172	0.009449481368
173	0.009394589663
174	0.009322485328
175	0.009260286689
176	0.009187400341
177	0.009115865231
178	0.00904556036
179	0.008991091251
180	0.008923510313
181	0.008845110536
182	0.008783112168
183	0.008690328598
184	0.008629906178
185	0.008566157222
186	0.008504976034
187	0.008446685076
188	0.008398423195
189	0.008353331685
190	0.008287478685
191	0.00822091341
192	0.008156903982
193	0.008084356189
194	0.008009712696
195	0.007944591641
196	0.007904400826
197	0.007838903069
198	0.007796524763
199	0.007737240791
200	0.007679018974
201	0.007633520961
202	0.007589916587
203	0.007541812658
204	0.007504939437
205	0.007454334497
206	0.007410794497
207	0.007373324037
208	0.007320343256
209	0.007281727791
210	0.007234853506
211	0.007186566591
212	0.007149811387
213	0.007105197906
214	0.007060878277
215	0.007015633583
216	0.006977778077
217	0.006936938167
218	0.006904515028
219	0.006859903932
220	0.006822546721
221	0.0067834723
222	0.006744740009
223	0.00670676589
224	0.006661278009
225	0.006609235406
226	0.00656929493
227	0.006525453329
228	0.006483799815
229	0.006449869871
230	0.006410293579
231	0.006370478868
232	0.006337961555
233	0.006304507852
234	0.006268025637
235	0.00623062849
236	0.006192612648
237	0.00616445303
238	0.006131246686
239	0.006095930934
240	0.006069549322
241	0.006030331254
242	0.005997922421
243	0.005969203711
244	0.00593501389
245	0.005907369852
246	0.005874214768
247	0.005842086077
248	0.005815457106
249	0.005790134668
250	0.005759640336
251	0.005730894804
252	0.005699689388
253	0.005667436123
254	0.005636604428
255	0.005614647865
256	0.005586445928
257	0.005562533736
258	0.00553853333
259	0.005512714982
260	0.005491232872
261	0.005466915369
262	0.005437376499
263	0.00541864872
264	0.005391150117
265	0.005366470814
266	0.005342401266
267	0.005317298174
268	0.005289831161
269	0.005264921188
270	0.00524523735
271	0.005220965743
272	0.005199053288
273	0.005177825689
274	0.005152261257
275	0.005131497383
276	0.005107858181
277	0.005084121227
278	0.005063185692
279	0.005041873455
280	0.005022009611
281	0.0050046294929282	0.004978085129283	0.0049524423292284	0.00493845433
285	0.004917374294	286	0.004894710183
287	0.0048769296	0.288	0.00485933125
289	0.004836298	0.0290	0.00482299	0.01291	0.0047300	0.011292	0.00301	0.01116293	0.302	0.0111164294	0303	0.01106488295	304	0.011016612296305	0.010979865729306	0.010930762292307	0.01088789701
308	0.01084346294
309	0.01080933094
310	0.01075730562
311	0.01070971489
312	0.01066370606
313	0304	0.0045390314	0.01057238698
315	0.01052936077
316	0.01047937155
317	0.01044569016
318	0.01040948153
319	0.01037027717
320	0.01033842683
321	0.01029650211
322	0.0102579689
323	0.01022092342
324	0.01018168569
325	0.0101437664
326	0.010109272
327	0.01005380034
328	0.01002237082
329	0.009972348213
330	0.009933461547
331	0.009900488257
332	0.009859845042
333	0.009809148312
334	0.009771949649
335	0.009727377892
336	0.009679691792
337	0.009645620584
338	0.009602959752
339	0.009574150443
340	0.009546929002
341	0.009514852166
342	0.009481467009
343	0.009433907866
344	0.009399604797
345	0.009367436171
346	0.009322857261
347	0.009283363819
348	0.009245105386
349	0.009202530384
350	0.009166965485
351	0.009131375551
352	0.009088897705
353	0.009059412479
354	0.009022360444
355	0.008991929293
356	0.008954566717
357	0.008925210834
358	0.00889197588
359	0.008859074712
360	0.008824814558
361	0.008796465397
362	0.008761337996
363	0.008727616668
364	0.008696419001
365	0.008663496375
366	0.008633455038
367	0.008607761264
368	0.008574497104
369	0.008533819914
370	0.008499120474
371	0.008463778496
372	0.008430696726
373	0.008404746056
374	0.008379700184
375	0.008344786763
376	0.008313708901
377	0.008283883929
378	0.008254924417
379	0.008226493597
380	0.00820340395
381	0.008178489208
382	0.008148589134
383	0.008121657968
384	0.008093973398
385	0.008068529367
386	0.008041502237
387	0.008020743132
388	0.007993041873
389	0.007965459228
390	0.007939792275
39381	0.0034880673839382	0.0034782382839383	0.0034671476439384	0.0034568494539385	0.0034455749339386	0.0034358152739387	0.0034240454439388	0.0034140777539389	0.0034024098540390	0.0033916056140391	0.003380009834392	0.0033715632564393	0.0033613115554394	0.0033513748654395	0.0033420667054396	0.0033301502474397	0.0033189976224398	0.0033094933634399	0.0032995289564400	0.0032890909914401	0.0032821035394402	0.0032760280374403	0.0032676649094404	0.0032615977534405	0.0032516571884406	0.00324311018
407	0.003237383068
408	0.003227831721
409	0.003218311667
410	0.003208799362
411	0.003200283349
412	0.003191232085
413	0.003182842433
414	0.003173483614415	0.0031643888354416	0.0031558158994417	0.0031475311524418	0.0031392806774419	0.0031328141694420	0.0031236192584421	0.0031122720244422	0.0031035262354423	0.003095483743424	0.0030868005743425	0.0030772152543426	0.0030686205643427	0.0030625975143428	0.0030529406643429	0.0030438178744430	0.0030372881844431	0.0030277502544432	0.0030199351944433	0.0030121421844434	0.0030045375244435	0.002997395694
436	0.002987726033
437	0.0029809087544438	0.002971959114
439	0.002962253392
440	0.00295486778
441	0.002945507169
442	0.0029379361874443	0.002930526435
444	0.002924731076
445	0.002918443084
446	0.002911328077
447	0.002904392481
448	0.002898035049
449	0.002889502048
450	0.002882120907
451	0.002875020504
452	0.002867324948
453	0.002860403061
454	0.002852437496
455	0.002845684886
456	0.002838928699
457	0.002832889259
458	0.002824043632
459	0.002817723155
460	0.002810043693
461	0.002804791927
462	0.002798089683
463	0.002793466449
464	0.002786685824
465	0.002778837085
466	0.002770600319
467	0.002762874961
468	0.002756888568
469	0.00274982959
470	0.00274232924
471	0.002734203339
472	0.002728903294
473	0.002722000182
474	0.002715958655
475	0.00270808816
476	0.002702102065
477	0.002696458101
478	0.002690960169
479	0.002686325014
480	0.002680330276
481	0.002674483061
482	0.002668712437
483	0.002663118839
484	0.002657147348
485	0.002649429142
486	0.002642070353
487	0.002635028362
488	0.002629243433
489	0.002622001171
490	0.002615203559
491	0.00261003077
492	0.002601962686
493	0.00259711206
494	0.002591962218
495	0.002584647238
496	0.002579166889
497	0.002572122514
498	0.002567773163
499	0.002560985386
500	0.002554368973
501	0.002547854781
502	0.002542851567
503	0.002538317144
504	0.002532242835
505	0.002525398433
506	0.002519759536
507	0.00251295954
508	0.002507215142
509	0.002502853274
510	0.002498573959
511	0.002493721843
512	0.002489681244
513	0.002485250682
514	0.002479416728
515	0.002473775744
516	0.002468123883
517	0.002461970448
518	0.002456803173
519	0.002449510396
520	0.002443519086
521	0.002438697219
522	0.002434090674
523	0.00242988348
524	0.002425798476
525	0.002420538664
526	0.002416475713
527	0.002412507534
528	0.002406636626
529	0.002402027994
530	0.002398592532
531	0.002393858135
532	0.002388315201
533	0.002384386212
534	0.002380756736
535	0.002375711501
536	0.002371759564
537	0.002366705537
538	0.002362596989
539	0.00235708192
540	0.002351856232
541	0.002347383201
542	0.002341957837
543	0.002337609529
544	0.002334543914
545	0.002329550833
546	0.00232552126
547	0.002319509685
548	0.002314451039
549	0.002310456336
550	0.002305094004
551	0.002300762534
552	0.002296192944
553	0.002292721868
554	0.002287843674
555	0.002284244299
556	0.002278592587
557	0.002274547815
558	0.002269703746
559	0.002264042497
560	0.002258917689
561	0.002253779769
562	0.002248687744
563	0.002245538235
564	0.002240794897
565	0.002237148732
566	0.002232684344
567	0.002227195799
568	0.002221891582
569	0.00221766144
570	0.002212921828
571	0.002209213376
572	0.00220436126
573	0.002199799418
574	0.00219550997
575	0.00219091773
576	0.002187145203
577	0.002182677388
578	0.002177266777
579	0.002173292637
580	0.002170554101
581	0.002165761292
582	0.002161177695
583	0.002157285064
584	0.002152496576
585	0.002148731798
586	0.00214385584
587	0.002140298784
588	0.002137229741
589	0.002133458853
590	0.002129617333
591	0.002125705779
592	0.002121829689
593	0.0021174559
594	0.002112895697
595	0.002112334371
596	0.002108493447
597	0.002104790956
598	0.002101730704
599	0.002101076394
600	0.002096138299
601	0.002092617005
602	0.002089109421
603	0.002089108825
604	0.002085558474
605	0.002080734074
606	0.002077107728
607	0.002072325945
608	0.002068610638
609	0.002063679397
610	0.002059908956
611	0.002056552917
612	0.002052327543
613	0.002048250288
614	0.002044627368
615	0.002041081637
616	0.002037598342
617	0.002034985423
618	0.002031431496
619	0.002028107643
620	0.002024900317
621	0.002020420879
622	0.002016476989
623	0.002012555152
624	0.002008111924
625	0.002004542053
626	0.002000419945
627	0.002000419945
628	0.001996522099
629	0.001993515491
630	0.001993505359
631	0.001989291608
632	0.001985322833
633	0.0019824332
634	0.001978994012
635	0.001974754632
636	0.001971042901
637	0.001967989206
638	0.001965275407
639	0.001961957514
640	0.001958263218
641	0.001954247653
642	0.001950925589
643	0.001947347373
644	0.001943177879
645	0.001939974129
646	0.00193787843
647	0.001934147179
648	0.00193000406
649	0.001927129626
650	0.001923051327
651	0.001920049489
652	0.001916218996
653	0.001913773715
654	0.001910967529
655	0.001907888502
66	0.004087901413
667	0.004081421494
10762
659	0.001881528944
5809479
861818135
661	0.001858159006
71	0.004090607762
672	0.004081791341
044581652
674	0.004035965204
675	0.004029749632
676	0.00402035296
677	0.004013105035
16066
679	0.004223961234
680	0.004216930568
33
726	0.06659842014
727	0.06645701885
728	0.06632933617
729	0.0663223505
730	0.06630621433
731	0.06629248142
732	0.06618741989
733	0.06608036995
734	0.06596289635
735	0.06586224556
736	0.06575966358
737	0.06564907074
738	0.0655221653
739	0.06541337967
740	0.06525452137
741	0.06513923645
742	0.06504734993
743	0.06494951725
744	0.0648063755
745	0.06468503952
746	0.06460702896
747	0.06458722115
748	0.06446081161
749	0.06434860706
750	0.06422924042
751	0.06411519051
752	0.06401985168
753	0.06393211365
754	0.06382065773
755	0.06367413998
756	0.06355523586
757	0.06343894958
758	0.06333618164
759	0.06320116997
760	0.06310994625
761	0.06300712585
762	0.06289188862
763	0.06287899971
764	0.06278249264
765	0.06266816139
766	0.0625759697
767	0.06255589962
768	0.06242163658
769	0.06228673458
770	0.06228029251
771	0.06215229988
772	0.0620374012
773	0.06192088127
774	0.06179277897
775	0.0616704464
776	0.06165599823
777	0.06154432774
778	0.06143656731
779	0.0613427639
780	0.06122268677
0	0.06054918766
781	0.06048022747
782	0.06039069653
783	0.06035755157
784	0.06026340961
7
787	0.06138422012
788	0.06128733158
88	0.060770789	0.789	0.060668790	0.790	0.060542791	0.791	0.060428792	0.06142588615
36328
793	0.06030594826
3602749109
746	0.003596591651
747	0.003591576815
748	0.003585548401
749	0.00358045578
750	0.003574659824
751	0.003568966389
752	0.003564001024
753	0.003556057811
754	0.003550189435
755	0.003544000387
756	0.003536841869
757	0.003531982899
758	0.003526360393
759	0.003520734012
760	0.003515026271
761	0.003509583473
762	0.00350482136
